pygeostat_saved_data
4
X
Y
Z
value
300.000000 45.000000 245.000000 1.538300
300.000000 45.000000 234.999985 1.624500
300.000000 45.000000 225.000000 1.586200
300.000000 45.000000 205.000000 1.709700
300.000000 45.000000 195.000000 1.849200
300.000000 45.000000 185.000000 1.978300
300.000000 45.000000 165.000000 2.168300
300.000000 45.000000 155.000000 2.336900
300.000000 45.000000 145.000000 2.416700
300.000000 45.000000 135.000000 2.511700
300.000000 45.000000 125.000000 2.523100
300.000000 45.000000 115.000000 2.510500
300.000000 45.000000 95.000000 2.341700
300.000000 45.000000 85.000000 2.238200
300.000000 45.000000 65.000000 1.962600
300.000000 45.000000 55.000000 1.856200
300.000000 45.000000 45.000000 1.799600
300.000000 45.000000 15.000001 1.601200
380.000000 45.000000 245.000000 0.946300
380.000000 45.000000 215.000015 1.034700
380.000000 45.000000 205.000000 1.148500
380.000000 45.000000 195.000000 1.196000
380.000000 45.000000 185.000000 1.360100
380.000000 45.000000 155.000000 1.763400
380.000000 45.000000 145.000000 1.804200
380.000000 45.000000 135.000000 1.874800
380.000000 45.000000 125.000000 1.847000
380.000000 45.000000 115.000000 1.874800
380.000000 45.000000 104.999992 1.803500
380.000000 45.000000 85.000000 1.617400
380.000000 45.000000 75.000000 1.483100
380.000000 45.000000 65.000000 1.370200
380.000000 45.000000 55.000000 1.195800
380.000000 45.000000 25.000000 1.014900
380.000000 45.000000 15.000001 0.981800
460.000000 45.000000 245.000000 0.664000
460.000000 45.000000 225.000000 0.720500
460.000000 45.000000 205.000000 0.872500
460.000000 45.000000 195.000000 0.984000
460.000000 45.000000 185.000000 1.117800
460.000000 45.000000 175.000000 1.145500
460.000000 45.000000 165.000000 1.382500
460.000000 45.000000 155.000000 1.398300
460.000000 45.000000 145.000000 1.527800
460.000000 45.000000 135.000000 1.586300
460.000000 45.000000 125.000000 1.636600
460.000000 45.000000 115.000000 1.564900
460.000000 45.000000 104.999992 1.516100
460.000000 45.000000 95.000000 1.465500
460.000000 45.000000 85.000000 1.314200
460.000000 45.000000 75.000000 1.182300
460.000000 45.000000 65.000000 1.044400
460.000000 45.000000 55.000000 0.945900
460.000000 45.000000 45.000000 0.909800
460.000000 45.000000 15.000001 0.668800
540.000000 45.000000 245.000000 0.715200
540.000000 45.000000 225.000000 0.752500
540.000000 45.000000 215.000015 0.775300
540.000000 45.000000 205.000000 0.907600
540.000000 45.000000 195.000000 0.981800
540.000000 45.000000 185.000000 1.111400
540.000000 45.000000 175.000000 1.168700
540.000000 45.000000 165.000000 1.301900
540.000000 45.000000 155.000000 1.429300
540.000000 45.000000 145.000000 1.546500
540.000000 45.000000 135.000000 1.654700
540.000000 45.000000 125.000000 1.623100
540.000000 45.000000 104.999992 1.510900
540.000000 45.000000 95.000000 1.475000
540.000000 45.000000 85.000000 1.313700
540.000000 45.000000 75.000000 1.146700
540.000000 45.000000 65.000000 1.052600
540.000000 45.000000 55.000000 0.954600
540.000000 45.000000 35.000000 0.791100
540.000000 45.000000 25.000000 0.718100
540.000000 45.000000 15.000001 0.706900
620.000000 45.000000 245.000000 1.116200
620.000000 45.000000 234.999985 1.177300
620.000000 45.000000 225.000000 1.168100
